date,P0001,P0002,P0003,P0004,P0005,P0006,P0007,P0008,P0009,P0010,P0011,P0012,P0013,P0014,P0015,P0016,P0017,P0018,P0019,P0020
2023-08-14,619,664,278,517,501,435,761,314,559,607,586,401,731,419,337,415,394,486,468,433
2023-08-15,589,641,504,695,564,613,415,355,519,513,465,684,814,540,529,425,418,478,433,367
2023-08-16,491,614,416,423,566,486,512,399,531,531,399,471,936,679,731,629,441,409,299,393
2023-08-17,711,448,377,917,392,480,765,519,633,593,366,460,768,577,411,432,447,472,284,300
2023-08-18,479,520,714,479,403,748,487,569,665,801,378,464,573,449,473,640,303,374,501,427
2023-08-19,444,509,319,835,523,774,429,494,675,446,544,478,468,397,506,313,265,425,474,376
2023-08-20,519,615,284,944,409,543,665,372,224,566,589,396,786,371,601,404,486,455,370,381
2023-08-21,451,426,592,638,517,435,619,405,579,444,345,439,430,647,359,624,457,523,409,444
2023-08-22,682,522,592,598,442,515,606,532,488,661,497,596,613,393,742,382,356,469,488,303
2023-08-23,391,676,655,871,461,409,761,268,449,689,453,475,756,358,360,426,447,479,352,310
2023-08-24,404,634,460,796,322,412,655,634,840,345,550,369,687,496,310,401,350,474,502,401
2023-08-25,491,563,452,549,491,343,666,534,410,647,511,466,427,426,537,455,553,463,435,480
2023-08-26,487,709,517,546,483,536,611,476,400,645,430,295,524,374,380,547,330,605,488,357
2023-08-27,633,492,619,758,476,632,753,383,676,577,615,563,560,518,508,276,458,566,315,400
2023-08-28,544,482,507,728,436,478,578,644,519,479,376,419,420,493,720,381,343,347,429,210
2023-08-29,601,480,407,544,504,439,552,509,480,562,440,358,614,348,399,356,385,403,415,326
2023-08-30,750,584,485,605,444,495,707,372,505,593,546,365,592,486,471,533,463,523,300,503
2023-08-31,448,416,487,426,494,523,515,427,575,495,376,370,669,424,501,373,350,512,331,339
2023-09-01,537,626,474,505,481,520,556,374,540,617,322,386,514,378,488,514,443,406,505,346
2023-09-02,447,584,422,431,469,452,455,434,319,328,579,407,607,355,374,339,392,339,385,299
2023-09-03,505,413,387,393,585,427,476,556,400,590,548,571,453,328,413,463,388,440,357,314
2023-09-04,435,491,439,515,347,438,453,407,432,523,436,501,563,727,390,380,352,439,468,273
2023-09-05,684,599,589,500,470,447,357,451,668,567,742,393,635,478,508,379,375,432,424,511
2023-09-06,412,449,544,416,483,434,534,427,537,481,436,414,416,275,547,582,486,689,364,390
2023-09-07,511,494,601,480,378,505,608,534,454,604,522,411,355,390,395,414,471,261,498,306
2023-09-08,445,413,524,395,353,589,653,343,412,405,640,421,534,332,441,463,381,525,365,326
2023-09-09,477,369,456,446,328,534,645,391,628,376,293,363,605,396,651,465,454,424,406,419
2023-09-10,547,533,558,432,403,401,440,583,466,480,389,528,529,324,543,516,552,309,377,497
2023-09-11,710,556,658,527,396,485,700,442,741,408,413,359,541,673,398,533,403,460,360,480
2023-09-12,460,402,363,500,637,372,521,575,578,485,530,274,428,298,390,459,453,385,370,258
2023-09-13,578,371,694,658,392,516,397,420,458,593,344,360,515,349,327,437,397,364,398,417
2023-09-14,659,467,466,424,451,370,572,463,452,519,574,407,409,415,656,488,310,446,499,423
2023-09-15,503,693,403,545,629,445,633,304,576,509,397,297,542,496,324,518,349,433,361,429
2023-09-16,412,449,348,719,482,404,474,383,469,515,573,347,686,268,380,500,429,372,404,343
2023-09-17,463,527,376,470,536,526,584,420,636,472,591,460,530,425,510,380,409,427,515,403
2023-09-18,456,409,502,545,376,434,527,363,560,517,346,622,523,584,412,395,422,344,390,446
2023-09-19,622,424,406,709,389,441,631,595,435,560,383,332,561,337,451,440,508,351,506,357
2023-09-20,487,461,480,452,337,406,431,422,376,456,529,382,328,454,324,512,335,419,455,550
2023-09-21,484,433,369,456,588,445,507,524,439,603,304,423,484,435,366,380,450,415,371,412
2023-09-22,521,437,258,471,666,490,502,621,448,443,465,467,587,491,606,403,561,496,451,348
2023-09-23,513,620,663,882,524,550,642,493,734,515,458,450,385,317,646,605,477,597,406,434
2023-09-24,619,537,321,444,440,311,463,365,428,479,393,315,582,450,314,377,329,451,471,390
2023-09-25,439,567,410,542,534,600,434,452,417,503,501,406,523,429,504,419,376,463,529,338
2023-09-26,435,459,456,366,584,496,416,390,607,379,381,407,486,537,439,432,591,307,279,413
2023-09-27,336,706,429,526,635,636,390,370,452,368,472,394,461,572,495,506,395,361,318,322
2023-09-28,511,467,439,672,449,492,507,454,371,485,441,464,386,483,663,473,393,454,405,332
2023-09-29,477,469,475,560,492,497,511,231,482,416,377,456,555,364,510,476,399,392,312,270
2023-09-30,414,319,405,394,317,377,577,285,438,400,397,388,377,432,404,379,298,301,416,405
2023-10-01,664,455,356,365,399,415,800,541,420,409,441,390,583,393,680,545,372,373,424,404
2023-10-02,693,550,662,633,495,323,508,615,614,592,444,506,636,501,334,634,428,557,363,306
2023-10-03,347,377,384,367,365,436,513,307,414,455,448,542,715,439,451,284,417,496,538,390
2023-10-04,483,532,566,646,478,561,403,492,506,661,354,301,390,390,337,464,379,363,468,367
2023-10-05,544,673,538,450,480,169,540,450,459,499,585,398,437,410,448,583,354,345,415,482
2023-10-06,564,433,690,489,441,554,731,408,362,430,342,303,478,487,618,580,270,518,372,284
2023-10-07,235,223,181,359,237,233,411,253,412,361,282,189,258,296,234,242,152,372,337,234
2023-10-08,284,512,300,323,265,175,241,355,452,271,318,153,300,299,326,227,232,358,493,166
2023-10-09,262,355,350,267,322,268,276,288,405,294,294,188,320,398,468,324,144,391,350,167
2023-10-10,190,231,337,319,281,334,270,303,284,252,347,264,324,211,370,264,258,435,189,151
2023-10-11,326,225,361,364,257,371,316,265,422,276,229,198,241,209,419,322,159,333,309,168
2023-10-12,379,401,247,246,291,308,278,284,321,405,277,294,367,364,531,300,244,422,406,248
2023-10-13,233,230,178,320,384,232,305,291,262,316,286,304,270,280,333,392,223,330,380,309
2023-10-14,248,458,203,243,335,324,243,280,399,377,228,245,313,262,312,269,136,483,298,149
2023-10-15,178,337,232,295,307,250,351,350,402,323,297,192,291,330,567,264,163,361,244,113
2023-10-16,227,288,225,292,307,305,269,256,363,323,300,249,386,180,267,228,143,376,295,230
2023-10-17,342,371,457,421,234,320,321,308,405,278,432,192,411,352,414,213,299,405,517,212
2023-10-18,180,299,362,410,220,299,359,356,450,311,230,259,347,307,259,189,208,415,362,169
2023-10-19,443,215,362,396,334,298,248,378,395,341,315,241,328,403,298,200,272,415,334,245
2023-10-20,444,314,257,495,230,252,274,305,325,352,268,268,348,242,302,258,166,479,199,154
2023-10-21,252,241,323,339,289,226,349,469,581,453,344,297,229,203,243,311,140,180,400,227
2023-10-22,270,235,326,408,299,267,339,402,419,420,337,183,364,255,255,169,143,290,316,157
2023-10-23,407,336,500,253,385,306,270,395,419,274,363,230,293,274,230,410,217,229,263,412
2023-10-24,169,196,343,294,237,207,290,269,393,263,242,217,252,120,311,209,253,279,355,218
2023-10-25,716,582,538,392,418,633,519,433,553,565,448,397,765,441,281,410,400,355,326,476
2023-10-26,448,451,369,613,558,361,411,398,657,458,501,420,343,338,251,422,561,399,493,341
2023-10-27,629,418,446,557,386,485,588,432,696,408,314,390,439,397,343,324,348,391,383,468
2023-10-28,498,580,399,539,602,496,521,465,786,451,482,389,389,401,486,750,504,430,377,280
2023-10-29,469,458,471,493,540,419,480,332,491,545,362,445,423,350,445,264,375,427,342,245
2023-10-30,639,421,388,374,421,433,411,463,352,457,462,334,470,405,280,372,316,300,436,362
2023-10-31,465,448,442,369,449,451,351,392,521,536,298,278,418,348,376,449,292,334,336,360
2023-11-01,586,422,466,479,732,514,379,479,382,459,528,495,650,394,483,493,379,352,527,349
2023-11-02,655,421,433,445,437,373,764,378,572,582,522,392,593,563,553,384,496,450,546,469
2023-11-03,638,471,414,488,531,492,569,547,584,563,455,301,495,378,495,489,369,440,301,406
2023-11-04,412,443,447,647,447,356,662,449,341,496,356,547,486,578,326,472,584,257,409,334
2023-11-05,468,453,424,401,722,471,657,392,509,451,392,315,601,430,418,534,348,357,351,321
2023-11-06,417,394,480,369,426,508,463,400,445,300,480,428,416,342,346,421,269,303,356,446
2023-11-07,540,445,453,479,470,299,913,460,399,436,492,433,368,367,429,517,466,402,384,467
2023-11-08,493,470,750,568,460,456,552,359,424,588,462,328,460,638,429,318,465,495,407,327
2023-11-09,475,501,387,461,414,586,775,464,527,540,375,463,358,491,411,410,450,504,337,348
2023-11-10,439,543,459,447,289,507,543,505,426,346,357,437,519,660,305,435,409,403,506,517
2023-11-11,373,377,457,721,430,594,577,443,582,517,534,475,469,657,540,438,404,507,322,224
2023-11-12,584,489,587,378,461,482,622,449,477,565,335,430,580,280,440,578,443,442,475,363
2023-11-13,459,392,497,502,552,670,692,454,493,406,443,290,496,333,375,391,456,314,435,428
2023-11-14,416,501,526,551,368,473,445,360,540,416,361,462,602,582,463,499,432,366,303,427
2023-11-15,410,748,739,489,392,556,468,472,405,591,298,367,451,555,464,306,468,494,472,367
2023-11-16,650,352,418,453,432,539,627,493,440,481,365,480,466,429,452,356,369,436,366,383
2023-11-17,405,406,392,515,467,417,604,411,492,421,724,487,169,411,369,460,311,350,430,364
2023-11-18,480,486,563,696,357,508,582,470,506,381,487,781,483,427,527,415,394,301,461,409
2023-11-19,564,458,467,674,679,472,634,333,472,751,371,446,363,410,412,408,368,435,375,270
2023-11-20,580,440,438,417,596,535,418,263,490,449,380,391,325,399,601,518,401,410,373,291
2023-11-21,404,446,448,523,372,417,621,354,520,366,491,419,428,366,653,569,445,403,560,281
2023-11-22,399,623,465,562,484,562,510,309,505,599,371,512,351,269,474,463,535,607,564,319
2023-11-23,446,296,544,508,608,448,616,392,424,622,381,698,553,360,510,516,461,410,364,219
2023-11-24,384,367,468,555,494,363,638,530,481,435,518,656,296,426,328,359,506,407,356,271
2023-11-25,457,512,507,444,483,394,484,336,545,340,516,589,404,245,341,558,265,446,377,348
2023-11-26,415,292,555,440,432,405,565,340,467,505,407,518,378,442,493,474,622,332,543,419
2023-11-27,437,468,591,461,557,646,484,500,384,467,460,418,621,526,667,395,326,290,574,268
2023-11-28,328,311,361,721,359,527,429,399,699,454,386,379,469,423,371,348,414,412,334,280
2023-11-29,449,457,587,525,384,562,623,408,456,460,479,528,503,358,459,449,343,415,422,330
2023-11-30,525,419,513,418,566,313,397,431,519,415,456,463,613,492,333,389,392,331,399,392
2023-12-01,398,622,623,632,586,413,335,363,547,514,607,321,500,409,440,607,385,363,462,339
2023-12-02,466,419,622,466,652,576,677,406,518,515,406,578,605,297,674,529,316,506,592,542
2023-12-03,399,468,549,475,356,575,505,400,573,532,485,420,478,501,481,596,407,536,391,356
2023-12-04,699,618,405,388,503,418,388,472,561,498,540,559,675,419,532,503,343,352,476,338
2023-12-05,406,511,493,508,597,545,272,550,634,310,552,316,539,389,384,426,320,442,538,397
2023-12-06,440,577,850,798,586,660,714,477,605,510,679,507,461,433,530,409,569,468,680,374
2023-12-07,577,392,498,661,365,541,524,432,814,672,648,407,505,230,294,699,330,466,475,385
2023-12-08,698,376,365,461,489,573,618,332,765,464,477,361,491,395,337,549,381,350,420,528
2023-12-09,270,423,495,653,350,551,532,360,588,589,287,462,461,547,324,381,319,494,377,306
2023-12-10,690,538,599,437,382,448,535,402,609,704,387,479,482,574,320,394,346,525,551,222
2023-12-11,443,292,509,545,365,409,457,280,592,378,464,560,594,465,313,384,347,390,419,561
2023-12-12,520,591,417,446,552,659,437,512,654,566,450,416,400,433,360,582,460,308,480,341
2023-12-13,572,556,555,495,310,552,605,446,1006,535,599,430,562,472,273,473,509,451,576,531
2023-12-14,442,582,506,501,600,586,345,615,493,514,488,356,453,706,392,393,505,531,322,415
2023-12-15,682,669,390,571,433,511,351,470,487,360,352,443,495,304,283,397,498,519,482,393
2023-12-16,456,684,654,589,445,423,444,381,423,353,401,370,306,592,718,381,384,305,429,423
2023-12-17,197,659,438,401,484,468,448,365,519,497,503,515,779,316,417,510,503,292,509,364
2023-12-18,517,597,562,545,513,543,542,493,719,584,575,504,621,419,383,478,305,343,401,638
2023-12-19,416,640,547,523,525,425,633,440,485,467,438,528,417,554,276,447,343,373,362,410
2023-12-20,472,551,403,385,366,403,426,572,511,606,515,325,542,524,385,269,479,498,281,403
2023-12-21,658,717,620,585,373,635,524,455,663,788,406,357,493,486,488,594,385,437,538,491
2023-12-22,407,599,446,807,627,412,448,449,442,435,419,499,471,313,474,581,614,487,313,540
2023-12-23,448,511,517,441,435,419,547,536,447,419,469,416,503,486,432,494,497,538,517,516
2023-12-24,793,671,403,641,532,465,961,650,421,602,414,374,571,692,398,388,407,377,382,349
2023-12-25,595,373,433,523,424,584,347,308,432,503,426,336,470,239,559,296,449,351,546,445
2023-12-26,663,372,291,420,545,428,461,561,576,563,712,404,383,465,385,720,433,397,527,381
2023-12-27,222,327,319,280,293,199,289,325,461,429,287,241,336,191,353,269,239,318,435,323
2023-12-28,388,326,403,397,267,294,315,367,342,366,260,203,214,210,333,257,217,306,332,232
2023-12-29,222,347,322,250,343,240,279,329,497,283,363,249,321,325,410,301,209,408,339,230
2023-12-30,215,302,160,312,280,222,316,339,313,356,252,147,224,231,263,278,207,307,283,309
2023-12-31,377,288,153,285,227,262,252,394,435,280,268,179,317,235,396,272,248,361,399,155
2024-01-01,224,394,298,304,284,291,309,208,394,426,364,134,266,320,370,245,187,425,413,174
2024-01-02,290,340,393,321,383,300,276,294,460,252,323,212,292,263,272,326,151,414,259,285
2024-01-03,339,415,306,314,476,308,294,338,360,263,371,276,297,258,357,275,174,366,307,174
2024-01-04,298,329,245,143,268,343,416,325,437,403,248,138,287,287,279,302,174,224,355,160
2024-01-05,216,255,312,379,334,264,245,389,415,453,499,228,363,377,363,164,193,372,336,441
2024-01-06,344,268,444,312,372,263,308,391,466,381,507,280,364,257,210,281,168,402,347,290
2024-01-07,298,363,233,415,281,302,230,272,278,418,241,288,363,257,420,340,200,283,331,190
2024-01-08,332,338,254,306,359,337,262,333,372,357,246,184,260,192,223,267,226,237,340,195
2024-01-09,471,433,292,396,417,526,427,437,516,464,353,618,420,384,507,467,303,278,461,363
2024-01-10,332,366,588,473,516,458,534,334,406,459,369,331,547,425,290,515,377,298,328,331
2024-01-11,679,423,480,668,397,426,365,568,589,478,791,400,332,336,365,387,301,444,394,500
2024-01-12,405,402,367,564,410,373,578,445,553,535,205,479,364,396,494,368,285,421,478,386
2024-01-13,753,413,341,479,434,391,586,486,606,478,649,459,392,478,542,685,566,312,574,302
2024-01-14,372,594,302,660,451,291,622,437,517,442,355,442,528,494,569,535,360,298,251,470
2024-01-15,478,359,348,587,433,435,462,371,389,550,676,436,427,455,530,302,468,332,308,325
2024-01-16,501,451,383,531,592,292,731,608,518,387,307,322,612,408,400,604,367,336,373,355
2024-01-17,349,361,278,493,526,260,382,576,635,512,512,425,640,319,371,401,487,473,390,346
2024-01-18,423,473,356,676,468,358,333,301,487,620,421,413,414,634,518,552,479,393,537,573
2024-01-19,558,196,338,519,605,282,294,508,439,410,447,320,480,456,415,222,376,424,408,293
2024-01-20,491,480,351,706,615,352,461,532,658,433,599,509,784,697,614,660,603,464,497,408
2024-01-21,399,249,253,628,573,346,414,490,633,497,427,364,366,444,528,496,436,446,363,211
2024-01-22,656,483,551,682,364,405,332,406,437,439,556,387,494,415,495,490,524,361,662,500
2024-01-23,348,307,365,433,390,534,283,445,426,450,568,499,483,457,413,546,280,412,353,378
2024-01-24,642,465,575,526,425,449,362,619,939,614,377,459,444,426,572,356,403,509,495,394
2024-01-25,427,440,573,526,676,692,579,535,416,408,397,338,694,359,570,622,440,538,455,343
2024-01-26,435,343,439,561,538,355,395,588,539,296,495,393,367,455,703,425,361,434,660,402
2024-01-27,464,485,455,544,542,501,542,487,574,440,310,451,578,507,690,368,440,491,359,370
2024-01-28,665,493,587,439,417,731,339,346,545,501,413,374,555,320,558,418,570,574,490,607
2024-01-29,476,481,517,443,420,408,502,576,285,496,453,437,395,405,388,437,439,469,380,395
2024-01-30,380,431,474,502,500,501,450,315,464,460,360,344,385,480,406,379,478,337,422,357
